"","cname","year","ccode","ccodealp","id","eper","cab","elec","par","exeleg","fed","dec","bic","jud","const","dir","pres","exepar8110","feduni8110","gtm_centrip","gdp","ppi","poli"
"371","Czech Republic",1999,203,"CZE",15,3,3,5.7,3.71,0.94,1,0.831790004,2,2,2,-1,1,NA,NA,5.5,14506.17,0.810000002384186,10
"368","Czech Republic",2000,203,"CZE",15,3,3,5.7,3.71,0.94,1,0.865516984,2,2,2,-1,1,NA,NA,5.5,15586.54,0.810000002384186,10
"369","Czech Republic",2001,203,"CZE",15,3,3,5.7,3.71,0.94,1,0.785502341,2,2,2,-1,1,NA,NA,NA,16800.33,0.810000002384186,10
"383","Czech Republic",2002,203,"CZE",15,3,3,5.7,3.71,0.94,1,1.19730946,2,2,2,-1,1,NA,NA,NA,16957.18,0.810000002384186,10
"384","Czech Republic",2003,203,"CZE",15,4,2,5.73,3.67,0.94,1,1.162111315,2,2,2,-1,1,NA,NA,NA,17743.82,0.810000002384186,10
"362","Czech Republic",2004,203,"CZE",15,4,2,5.73,3.67,0.94,1,1.102702615,2,2,2,-1,1,NA,NA,NA,18853.381,0.810000002384186,10
"363","Czech Republic",2005,203,"CZE",15,4,2,5.73,3.67,0.94,1,1.100840007,2,2,2,-1,1,NA,NA,NA,20283.09,0.810000002384186,10
"366","Czech Republic",2006,203,"CZE",15,4,2,5.73,3.67,0.94,1,1.052476104,2,2,2,-1,1,NA,NA,NA,21191.689,0.810000002384186,8
"367","Czech Republic",2007,203,"CZE",15,5,3,5.72,3.1,0.94,1,1.016266864,2,2,2,-1,1,NA,NA,NA,22954.18,0.810000002384186,8
"364","Czech Republic",2008,203,"CZE",15,5,3,5.72,3.1,0.94,1,1.009302739,2,2,2,-1,1,NA,NA,NA,23128.301,0.810000002384186,8
"378","Czech Republic",2009,203,"CZE",15,5,NA,5.72,3.1,0.94,1,1.164404365,2,2,2,-1,1,NA,NA,NA,23481.301,0.810000002384186,8
"365","Czech Republic",2010,203,"CZE",15,5,NA,5.72,3.1,0.94,1,1.320225329,2,2,2,-1,1,NA,NA,NA,23475.539,0.810000002384186,8
"373","Czech Republic",2011,203,"CZE",15,6,2,8.76,4.51,0.94,1,1.229783657,2,2,2,-1,1,NA,NA,NA,23847.08,0.810000002384186,8
"379","Czech Republic",2012,203,"CZE",15,6,2,8.76,4.51,0.94,1,1.256804247,2,2,2,-1,1,NA,NA,NA,NA,0.810000002384186,8
"380","Czech Republic",2013,203,"CZE",15,6,NA,8.76,4.51,0.94,1,NA,2,2,2,-1,1,NA,NA,NA,NA,0.810000002384186,NA
"381","Czech Republic",2014,203,"CZE",15,7,2,6.21,6.12,0.94,1,NA,2,2,2,-1,1,NA,NA,NA,NA,0.810000002384186,NA
"382","Czech Republic",2015,NA,"CZE",15,7,2,6.21,6.12,0.94,1,NA,2,2,2,-1,1,NA,NA,NA,NA,0.810000002384186,NA
"418","Denmark",1990,208,"DNK",16,1,3,2.34,5.31,0.94,1,31.02303483,1,1,2,1,1,1.35,-0.42,6,17606.82,0.779999971389771,10
"430","Denmark",1991,208,"DNK",16,2,3,2.62,4.36,0.94,1,31.49431419,1,1,2,1,1,1.35,-0.42,6,18199.689,0.779999971389771,10
"434","Denmark",1992,208,"DNK",16,2,3,2.62,4.36,0.94,1,31.51822654,1,1,2,1,1,1.35,-0.42,6,19394.17,0.779999971389771,10
"426","Denmark",1993,208,"DNK",16,2,3,2.62,4.36,0.94,1,31.47593861,1,1,2,1,1,1.35,-0.42,6,19526.83,0.779999971389771,10
"427","Denmark",1994,208,"DNK",16,2,3,2.62,4.36,0.94,1,31.76843185,1,1,2,1,1,1.35,-0.42,6,20986.199,0.779999971389771,10
"420","Denmark",1995,208,"DNK",16,3,3,1.57,4.54,0.94,1,31.94201279,1,1,2,1,1,1.35,-0.42,6,22165,0.779999971389771,10
"415","Denmark",1996,208,"DNK",16,3,3,1.57,4.54,0.94,1,31.92428698,1,1,2,1,1,1.35,-0.42,6,22647.85,0.779999971389771,10
"410","Denmark",1997,208,"DNK",16,3,3,1.57,4.54,0.94,1,32.34259103,1,1,2,1,1,1.35,-0.42,6,24149.779,0.779999971389771,10
"423","Denmark",1998,208,"DNK",16,3,3,1.57,4.54,0.94,1,32.90999352,1,1,2,1,1,1.35,-0.42,6,25335.83,0.779999971389771,10
"433","Denmark",1999,208,"DNK",16,4,3,0.42,4.71,0.94,1,32.6158265,1,1,2,1,1,1.35,-0.42,6,26651.08,0.779999971389771,10
"425","Denmark",2000,208,"DNK",16,4,3,0.42,4.71,0.94,1,33.51363707,1,1,2,1,1,1.35,-0.42,6,28759.961,0.779999971389771,10
"417","Denmark",2001,208,"DNK",16,4,3,0.42,4.71,0.94,1,35.10134284,1,1,2,1,1,1.35,-0.42,NA,29414.221,0.779999971389771,10
"411","Denmark",2002,208,"DNK",16,5,3,1.58,4.48,0.94,1,35.70019454,1,1,2,1,1,1.35,-0.42,NA,29946.1,0.779999971389771,10
"416","Denmark",2003,208,"DNK",16,5,3,1.58,4.48,0.94,1,35.75022152,1,1,2,1,1,1.35,-0.42,NA,29864.59,0.779999971389771,10
"432","Denmark",2004,208,"DNK",16,5,3,1.58,4.48,0.94,1,34.41340098,1,1,2,1,1,1.35,-0.42,NA,31673.27,0.779999971389771,10
"424","Denmark",2005,208,"DNK",16,5,3,1.58,4.48,0.94,1,33.23122795,1,1,2,1,1,1.35,-0.42,NA,33303.621,0.779999971389771,10
"435","Denmark",2006,208,"DNK",16,6,3,1.76,4.89,0.94,1,33.83985475,1,1,2,1,1,1.35,-0.42,NA,34436.781,0.779999971389771,10
"431","Denmark",2007,208,"DNK",16,6,3,1.76,4.89,0.94,1,24.38245916,1,1,2,1,1,1.35,-0.42,NA,35417.391,0.779999971389771,10
"419","Denmark",2008,208,"DNK",16,7,3,0.72,5.33,0.94,1,24.68008208,1,1,2,1,1,1.35,-0.42,NA,35587.469,0.779999971389771,10
"413","Denmark",2009,208,"DNK",16,7,3,0.72,5.33,0.94,1,25.74521519,1,1,2,1,1,1.35,-0.42,NA,36088.801,0.779999971389771,10
"422","Denmark",2010,208,"DNK",16,7,3,0.72,5.33,0.94,1,26.73614229,1,1,2,1,1,1.35,-0.42,NA,37441.211,0.779999971389771,10
"428","Denmark",2011,208,"DNK",16,7,3,0.72,5.33,0.94,1,26.73007633,1,1,2,1,1,1.35,-0.42,NA,37406.762,0.779999971389771,10
"421","Denmark",2012,208,"DNK",16,8,3,0.73,5.61,0.94,1,26.51684078,1,1,2,1,1,1.35,-0.42,NA,NA,0.779999971389771,10
"414","Denmark",2013,208,"DNK",16,8,3,0.73,5.61,0.94,1,NA,1,1,2,1,1,1.35,-0.42,NA,NA,0.779999971389771,NA
"429","Denmark",2014,208,"DNK",16,8,3,0.73,5.61,0.94,1,NA,1,1,2,1,1,1.35,-0.42,NA,NA,0.779999971389771,NA
"412","Denmark",2015,NA,"DNK",16,8,3,0.73,5.61,0.94,1,NA,1,1,2,1,1,1.35,-0.42,NA,NA,0.779999971389771,NA
"447","Dominican Republic",1998,214,"DOM",17,0,1,NA,NA,0.51,1,NA,4,1,2,0,3,NA,NA,2,4783.6802,0.409999996423721,8
"451","Dominican Republic",1999,214,"DOM",17,0,1,NA,NA,0.51,1,NA,4,1,2,0,3,NA,NA,2,5079.29,0.409999996423721,8
"452","Dominican Republic",2000,214,"DOM",17,0,1,NA,NA,0.51,1,0.847983598709106,4,1,2,0,3,NA,NA,2,5205.4702,0.409999996423721,8
"453","Dominican Republic",2001,214,"DOM",17,0,1,NA,NA,0.51,1,NA,4,1,2,0,3,NA,NA,NA,5668.2002,0.409999996423721,8
"442","Dominican Republic",2002,214,"DOM",17,1,1,4.95,2.71,0.51,1,NA,4,1,2,0,3,NA,NA,NA,5737.8301,0.409999996423721,8
"444","Dominican Republic",2003,214,"DOM",17,1,1,4.95,2.71,0.51,1,NA,4,1,2,0,3,NA,NA,NA,5474.1899,0.409999996423721,8
"445","Dominican Republic",2004,214,"DOM",17,1,1,4.95,2.71,0.51,1,NA,4,1,2,0,3,NA,NA,NA,5782.4502,0.409999996423721,8
"446","Dominican Republic",2005,214,"DOM",17,1,1,4.95,2.71,0.51,1,NA,4,1,2,0,3,NA,NA,NA,6572.6602,0.409999996423721,8
"436","Dominican Republic",2006,214,"DOM",17,1,1,4.95,2.71,0.51,1,NA,4,1,2,0,3,NA,NA,NA,7423.1699,0.409999996423721,8
"437","Dominican Republic",2007,214,"DOM",17,2,1,1.63,1.99,0.51,1,NA,4,1,2,0,3,NA,NA,NA,8167.48,0.409999996423721,8
"443","Dominican Republic",2008,214,"DOM",17,2,1,1.63,1.99,0.51,1,NA,4,1,2,0,3,NA,NA,NA,8698.9805,0.409999996423721,8
"448","Dominican Republic",2009,214,"DOM",17,2,1,1.63,1.99,0.51,1,NA,4,1,2,0,3,NA,NA,NA,9140.1904,0.409999996423721,8
"449","Dominican Republic",2010,214,"DOM",17,2,1,1.63,1.99,0.51,1,NA,4,1,2,0,3,NA,NA,NA,9862.3203,0.409999996423721,8
"450","Dominican Republic",2011,214,"DOM",17,3,1,2.17,2.01,0.51,1,NA,4,1,2,0,3,NA,NA,NA,10376.63,0.409999996423721,8
"438","Dominican Republic",2012,214,"DOM",17,3,1,2.17,2.01,0.51,1,NA,4,1,2,0,3,NA,NA,NA,NA,0.409999996423721,8
"439","Dominican Republic",2013,214,"DOM",17,3,1,2.17,2.01,0.51,1,NA,4,1,2,0,3,NA,NA,NA,NA,0.409999996423721,NA
"440","Dominican Republic",2014,214,"DOM",17,3,1,2.17,2.01,0.51,1,NA,4,1,2,0,3,NA,NA,NA,NA,0.409999996423721,NA
"441","Dominican Republic",2015,NA,"DOM",17,3,1,2.17,2.01,0.51,1,NA,4,1,2,0,3,NA,NA,NA,NA,0.409999996423721,NA
"1259","El Salvador",1997,222,"SLV",18,1,1,4.57,4.03,0.55,1,5.29,1,1,2,0.5,3,NA,NA,4,317.45001,0.589999973773956,7
"1258","El Salvador",1998,222,"SLV",18,1,1,4.57,4.03,0.55,1,NA,1,1,2,0.5,3,NA,NA,4,311.17999,0.589999973773956,7
"1261","El Salvador",1999,222,"SLV",18,1,1,4.57,4.03,0.55,1,NA,1,1,2,0.5,3,NA,NA,4,286.89999,0.589999973773956,7
"1262","El Salvador",2000,222,"SLV",18,1,1,4.57,4.03,0.55,1,NA,1,1,2,0.5,3,NA,NA,4,349.81,0.589999973773956,7
"1263","El Salvador",2001,222,"SLV",18,2,1,5.48,3.49,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,305.51999,0.589999973773956,7
"1270","El Salvador",2002,222,"SLV",18,2,1,5.48,3.49,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,302.97,0.589999973773956,7
"1271","El Salvador",2003,222,"SLV",18,2,1,5.48,3.49,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,311.97,0.589999973773956,7
"1272","El Salvador",2004,222,"SLV",18,3,1,5.39,3.54,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,317.10001,0.589999973773956,7
"1273","El Salvador",2005,222,"SLV",18,3,1,5.39,3.54,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,431.20999,0.589999973773956,7
"1260","El Salvador",2006,222,"SLV",18,3,1,5.39,3.54,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,333.91,0.589999973773956,7
"1274","El Salvador",2007,222,"SLV",18,4,1,1.62,3.04,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,173.11,0.589999973773956,7
"1275","El Salvador",2008,222,"SLV",18,4,1,1.62,3.04,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,187.37,0.589999973773956,7
"1276","El Salvador",2009,222,"SLV",18,4,1,1.62,3.04,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,400.47,0.589999973773956,8
"1264","El Salvador",2010,222,"SLV",18,5,1,3.35,2.94,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,390.64001,0.589999973773956,8
"1265","El Salvador",2011,222,"SLV",18,5,1,3.35,2.94,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,332.26999,0.589999973773956,8
"1267","El Salvador",2012,222,"SLV",18,5,1,3.35,2.94,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,NA,0.589999973773956,8
"1268","El Salvador",2013,222,"SLV",18,6,1,3.36,3.19,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,NA,0.589999973773956,NA
"1269","El Salvador",2014,222,"SLV",18,6,1,3.36,3.19,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,NA,0.589999973773956,NA
"1266","El Salvador",2015,NA,"SLV",18,6,1,3.36,3.19,0.55,1,NA,1,1,2,0.5,3,NA,NA,NA,NA,0.589999973773956,NA
"497","Estonia",1993,233,"EST",19,1,2,7.23,5.9,0.77,1,NA,1,2,2,-0.25,1,NA,NA,5,6830.2402,0.75,6
"498","Estonia",1994,233,"EST",19,1,2,7.23,5.9,0.77,1,NA,1,2,2,-0.25,1,NA,NA,5,6951.0801,0.75,6
"499","Estonia",1995,233,"EST",19,1,2,7.23,5.9,0.77,1,13.12173212,1,2,2,-0.25,1,NA,NA,5,7670.2202,0.75,6
"500","Estonia",1996,233,"EST",19,2,2,7.34,4.15,0.77,1,13.81506706,1,2,2,-0.25,1,NA,NA,5,7031.1001,0.75,6
"501","Estonia",1997,233,"EST",19,2,3,7.34,4.15,0.77,1,13.57435433,1,2,2,-0.25,1,NA,NA,6,7843.8398,0.75,6
"502","Estonia",1998,233,"EST",19,2,3,7.34,4.15,0.77,1,14.34958989,1,2,2,-0.25,1,NA,NA,6,8320.1904,0.75,6
"490","Estonia",1999,233,"EST",19,2,3,7.34,4.15,0.77,1,14.87604491,1,2,2,-0.25,1,NA,NA,6,8798.4102,0.75,7
"494","Estonia",2000,233,"EST",19,3,2,4.57,5.5,0.77,1,13.86181857,1,2,2,-0.25,1,NA,NA,6,9766.46,0.75,9
"495","Estonia",2001,233,"EST",19,3,2,4.57,5.5,0.77,1,13.47873425,1,2,2,-0.25,1,NA,NA,NA,10598.07,0.75,9
"480","Estonia",2002,233,"EST",19,3,2,4.57,5.5,0.77,1,12.93370948,1,2,2,-0.25,1,NA,NA,NA,11567.22,0.75,9
"481","Estonia",2003,233,"EST",19,3,3,4.57,5.5,0.77,1,12.95969661,1,2,2,-0.25,1,NA,NA,NA,12411.46,0.75,9
"482","Estonia",2004,233,"EST",19,4,2,3.5,4.67,0.77,1,13.19259368,1,2,2,-0.25,1,NA,NA,NA,13191.61,0.75,9
"483","Estonia",2005,233,"EST",19,4,2,3.5,4.67,0.77,1,13.03017451,1,2,2,-0.25,1,NA,NA,NA,15289.11,0.75,9
"484","Estonia",2006,233,"EST",19,4,2,3.5,4.67,0.77,1,13.21702552,1,2,2,-0.25,1,NA,NA,NA,16652.119,0.75,9
"485","Estonia",2007,233,"EST",19,4,2,3.5,4.67,0.77,1,13.38933848,1,2,2,-0.25,1,NA,NA,NA,18312.439,0.75,9
"496","Estonia",2008,233,"EST",19,5,2,3.43,4.37,0.77,1,15.35742519,1,2,2,-0.25,1,NA,NA,NA,18300.131,0.75,9
"486","Estonia",2009,233,"EST",19,5,2,3.43,4.37,0.77,1,14.0373547,1,2,2,-0.25,1,NA,NA,NA,17607.25,0.75,9
"487","Estonia",2010,233,"EST",19,5,3,3.43,4.37,0.77,1,13.35392004,1,2,2,-0.25,1,NA,NA,NA,18376.971,0.75,9
"488","Estonia",2011,233,"EST",19,5,3,3.43,4.37,0.77,1,13.3267509,1,2,2,-0.25,1,NA,NA,NA,19768.039,0.75,9
"489","Estonia",2012,233,"EST",19,6,2,5.09,3.84,0.77,1,13.07080469,1,2,2,-0.25,1,NA,NA,NA,NA,0.75,9
"491","Estonia",2013,233,"EST",19,6,2,5.09,3.84,0.77,1,NA,1,2,2,-0.25,1,NA,NA,NA,NA,0.75,NA
"492","Estonia",2014,233,"EST",19,6,2,5.09,3.84,0.77,1,NA,1,2,2,-0.25,1,NA,NA,NA,NA,0.75,NA
"493","Estonia",2015,NA,"EST",19,6,2,5.09,3.84,0.77,1,NA,1,2,2,-0.25,1,NA,NA,NA,NA,0.75,NA
"508","Finland",1990,246,"FIN",20,1,4,4.98,4.93,0.74,1,21.4638725,1,1,2,-1.5,2,1.48,-0.83,4,16490.711,0.720000028610229,10
"503","Finland",1991,246,"FIN",20,1,4,4.98,4.93,0.74,1,20.88096158,1,1,2,-1.5,2,1.48,-0.83,4,15458.42,0.720000028610229,10
"509","Finland",1992,246,"FIN",20,2,4,3.24,5.23,0.74,1,21.24547457,1,1,2,-1.5,2,1.48,-0.83,4,15207.3,0.720000028610229,10
"506","Finland",1993,246,"FIN",20,2,4,3.24,5.23,0.74,1,21.1874057,1,1,2,-1.5,2,1.48,-0.83,4,15230.01,0.720000028610229,10
"505","Finland",1994,246,"FIN",20,2,4,3.24,5.23,0.74,1,21.84000216,1,1,2,-1.5,2,1.48,-0.83,4,16382.02,0.720000028610229,10
"524","Finland",1995,246,"FIN",20,2,2,3.24,5.23,0.74,1,22.25854757,1,1,2,-1.5,2,1.48,-0.83,4,18461.98,0.720000028610229,10
"528","Finland",1996,246,"FIN",20,3,4,3.81,4.88,0.74,1,22.80250839,1,1,2,-1.5,2,1.48,-0.83,4,18736.311,0.720000028610229,10
"520","Finland",1997,246,"FIN",20,3,4,3.81,4.88,0.74,1,21.73268561,1,1,2,-1.5,2,1.48,-0.83,4,20610.91,0.720000028610229,10
"526","Finland",1998,246,"FIN",20,3,4,3.81,4.88,0.74,1,21.81068475,1,1,2,-1.5,2,1.48,-0.83,4,22351.83,0.720000028610229,10
"521","Finland",1999,246,"FIN",20,3,4,3.81,4.88,0.74,1,21.7120649,1,1,2,-1.5,2,1.48,-0.83,4,23710.15,0.720000028610229,10
"527","Finland",2000,246,"FIN",20,4,4,3.24,5.15,0.74,1,21.60238604,1,1,2,-1.5,2,1.48,-0.83,4,25813.91,0.720000028610229,10
"522","Finland",2001,246,"FIN",20,4,4,3.24,5.15,0.74,1,22.14976472,1,1,2,-1.5,2,1.48,-0.83,NA,26538.82,0.720000028610229,10
"514","Finland",2002,246,"FIN",20,4,4,3.24,5.15,0.74,1,21.45811817,1,1,2,-1.5,2,1.48,-0.83,NA,27125.34,0.720000028610229,10
"516","Finland",2003,246,"FIN",20,4,4,3.24,5.15,0.74,1,21.09149828,1,1,2,-1.5,2,1.48,-0.83,NA,27512.609,0.720000028610229,10
"525","Finland",2004,246,"FIN",20,5,4,3.16,4.93,0.74,1,20.81551873,1,1,2,-1.5,2,1.48,-0.83,NA,29320.01,0.720000028610229,10
"519","Finland",2005,246,"FIN",20,5,4,3.16,4.93,0.74,1,20.73206019,1,1,2,-1.5,2,1.48,-0.83,NA,31010.77,0.720000028610229,10
"523","Finland",2006,246,"FIN",20,5,4,3.16,4.93,0.74,1,21.06864973,1,1,2,-1.5,2,1.48,-0.83,NA,32128.92,0.720000028610229,10
"512","Finland",2007,246,"FIN",20,5,4,3.16,4.93,0.74,1,21.33067595,1,1,2,-1.5,2,1.48,-0.83,NA,34813.781,0.720000028610229,10
"511","Finland",2008,246,"FIN",20,6,4,3.2,5.13,0.74,1,21.97418642,1,1,2,-1.5,2,1.48,-0.83,NA,36365.82,0.720000028610229,10
"510","Finland",2009,246,"FIN",20,6,4,3.2,5.13,0.74,1,23.83016185,1,1,2,-1.5,2,1.48,-0.83,NA,34300.941,0.720000028610229,10
"507","Finland",2010,246,"FIN",20,6,4,3.2,5.13,0.74,1,24.39843092,1,1,2,-1.5,2,1.48,-0.83,NA,35613.609,0.720000028610229,10
"517","Finland",2011,246,"FIN",20,6,4,3.2,5.13,0.74,1,23.25519317,1,1,2,-1.5,2,1.48,-0.83,NA,36958.211,0.720000028610229,10
"518","Finland",2012,246,"FIN",20,7,4,2.95,5.83,0.74,1,22.80803035,1,1,2,-1.5,2,1.48,-0.83,NA,NA,0.720000028610229,10
"515","Finland",2013,246,"FIN",20,7,4,2.95,5.83,0.74,1,NA,1,1,2,-1.5,2,1.48,-0.83,NA,NA,0.720000028610229,NA
"513","Finland",2014,246,"FIN",20,7,4,2.95,5.83,0.74,1,NA,1,1,2,-1.5,2,1.48,-0.83,NA,NA,0.720000028610229,NA
"504","Finland",2015,NA,"FIN",20,7,2,2.95,5.83,0.74,1,NA,1,1,2,-1.5,2,1.48,-0.83,NA,NA,0.720000028610229,NA
"544","France",1990,250,"FRA",21,1,3,11.84,3.07,0.77,1,9.267915324,3,2,2,-0.5,2,-0.89,0.02,2.5,15973.21,0.560000002384186,9
"548","France",1991,250,"FRA",21,1,3,11.84,3.07,0.77,1,9.335626312,3,2,2,-0.5,2,-0.89,0.02,2.5,16477.109,0.560000002384186,9
"536","France",1992,250,"FRA",21,1,3,11.84,3.07,0.77,1,10.35767852,3,2,2,-0.5,2,-0.89,0.02,2.5,17117.15,0.560000002384186,9
"530","France",1993,250,"FRA",21,1,3,11.84,3.07,0.77,1,10.53102166,3,2,2,-0.5,2,-0.89,0.02,2.5,17311.471,0.560000002384186,9
"529","France",1994,250,"FRA",21,2,3,25.25,2.86,0.77,1,10.78876452,3,2,2,-0.5,2,-0.89,0.02,2.5,18013.77,0.560000002384186,9
"535","France",1995,250,"FRA",21,2,2,25.25,2.86,0.77,1,11.01554133,3,2,2,-0.5,2,-0.89,0.02,2.5,18758.75,0.560000002384186,9
"550","France",1996,250,"FRA",21,2,2,25.25,2.86,0.77,1,11.16545972,3,2,2,-0.5,2,-0.89,0.02,2.5,19198.061,0.560000002384186,9
"543","France",1997,250,"FRA",21,2,2,25.25,2.86,0.77,1,11.0345372,3,2,2,-0.5,2,-0.89,0.02,2.5,20401.32,0.560000002384186,9
"546","France",1998,250,"FRA",21,3,2,17.69,3.54,0.77,1,11.07282042,3,2,2,-0.5,2,-0.89,0.02,2.5,21766.631,0.560000002384186,9
"538","France",1999,250,"FRA",21,3,2,17.69,3.54,0.77,1,10.73194414,3,2,2,-0.5,2,-0.89,0.02,2.5,22913.52,0.560000002384186,9
"545","France",2000,250,"FRA",21,3,2,17.69,3.54,0.77,1,10.12444485,3,2,2,-0.5,2,-0.89,0.02,2.5,24993.211,0.560000002384186,9
"553","France",2001,250,"FRA",21,3,2,17.69,3.54,0.77,1,9.908779638,3,2,2,-0.5,2,-0.89,0.02,NA,26213.859,0.560000002384186,9
"547","France",2002,250,"FRA",21,4,2,21.95,3.54,0.77,1,10.06020403,3,2,2,-0.5,2,-0.89,0.02,NA,26849.52,0.560000002384186,9
"554","France",2003,250,"FRA",21,4,4,21.95,2.26,0.77,1,10.2828112,3,2,2,-0.5,2,-0.89,0.02,NA,26131.66,0.560000002384186,9
"541","France",2004,250,"FRA",21,4,4,21.95,2.26,0.77,1,11.06354155,3,2,2,-0.5,2,-0.89,0.02,NA,27164.301,0.560000002384186,9
"533","France",2005,250,"FRA",21,4,4,21.95,2.26,0.77,1,11.49314256,3,2,2,-0.5,2,-0.89,0.02,NA,29116.82,0.560000002384186,9
"542","France",2006,250,"FRA",21,4,4,21.95,2.26,0.77,1,11.52981624,3,2,2,-0.5,2,-0.89,0.02,NA,30137.211,0.560000002384186,9
"551","France",2007,250,"FRA",21,4,4,21.95,2.26,0.77,1,12.03184452,3,2,2,-0.5,2,-0.89,0.02,NA,31901.449,0.560000002384186,9
"549","France",2008,250,"FRA",21,5,4,13.58,2.49,0.77,1,12.14194009,3,2,2,-0.5,2,-0.89,0.02,NA,32428.131,0.560000002384186,9
"539","France",2009,250,"FRA",21,5,4,13.58,2.49,0.77,1,13.16945412,3,2,2,-0.5,2,-0.89,0.02,NA,31801.131,0.560000002384186,9
"540","France",2010,250,"FRA",21,5,4,13.58,2.49,0.77,1,10.76014925,3,2,2,-0.5,2,-0.89,0.02,NA,33082.48,0.560000002384186,9
"537","France",2011,250,"FRA",21,5,4,13.58,2.49,0.77,1,13.18063954,3,2,2,-0.5,2,-0.89,0.02,NA,34007.898,0.560000002384186,9
"534","France",2012,250,"FRA",21,5,4,13.58,2.49,0.77,1,13.2310532,3,2,2,-0.5,2,-0.89,0.02,NA,NA,0.560000002384186,9
"531","France",2013,250,"FRA",21,6,4,17.66,2.83,0.77,1,NA,3,2,2,-0.5,2,-0.89,0.02,NA,NA,0.560000002384186,NA
"532","France",2014,250,"FRA",21,6,4,17.66,2.83,0.77,1,NA,3,2,2,-0.5,2,-0.89,0.02,NA,NA,0.560000002384186,NA
"552","France",2015,NA,"FRA",21,6,4,17.66,2.83,0.77,1,NA,3,2,2,-0.5,2,-0.89,0.02,NA,NA,0.560000002384186,NA
"392","Germany",1991,276,"DEU",22,1,2,4.63,3.17,0.94,3,28.66886078,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"388","Germany",1992,276,"DEU",22,1,2,4.63,3.17,0.94,3,28.83432795,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"386","Germany",1993,276,"DEU",22,1,2,4.63,3.17,0.94,3,29.53962478,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"396","Germany",1994,276,"DEU",22,1,2,4.63,3.17,0.94,3,28.87998684,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"393","Germany",1995,276,"DEU",22,2,2,2.22,3.45,0.94,3,29.00838252,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"405","Germany",1996,276,"DEU",22,2,2,2.22,3.45,0.94,3,29.47429683,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"398","Germany",1997,276,"DEU",22,2,2,2.22,3.45,0.94,3,29.04162181,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"399","Germany",1998,276,"DEU",22,2,2,2.22,3.45,0.94,3,29.71782413,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"391","Germany",1999,276,"DEU",22,3,2,3.15,3.31,0.94,3,29.9556672,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"403","Germany",2000,276,"DEU",22,3,2,3.15,3.31,0.94,3,29.85794601,4,3,2,0,1,0.63,2.33,4,NA,0.839999973773956,10
"404","Germany",2001,276,"DEU",22,3,2,3.15,3.31,0.94,3,29.2457646,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"394","Germany",2002,276,"DEU",22,3,2,3.15,3.31,0.94,3,28.71775497,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"408","Germany",2003,276,"DEU",22,4,2,4.61,3.38,0.94,3,28.34890682,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"389","Germany",2004,276,"DEU",22,4,2,4.61,3.38,0.94,3,29.04796651,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"395","Germany",2005,276,"DEU",22,4,2,4.61,3.38,0.94,3,29.18044653,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"406","Germany",2006,276,"DEU",22,5,2,2.16,4.05,0.94,3,30.42847464,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"407","Germany",2007,276,"DEU",22,5,2,2.16,4.05,0.94,3,31.22776562,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"409","Germany",2008,276,"DEU",22,5,2,2.16,4.05,0.94,3,31.39487615,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"402","Germany",2009,276,"DEU",22,5,2,2.16,4.05,0.94,3,29.47640019,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
"390","Germany",2010,276,"DEU",22,6,2,3.4,4.83,0.94,3,29.00999458,4,3,2,0,1,0.63,2.33,NA,NA,0.839999973773956,10
